Date,Employee ID,Employee Level,In (Login time),Out (Logout time),Total Hours
16-02-2021,D201852,Senior Level,10:27:00,20:41:00,10.23
17-02-2021,D201852,Senior Level,11:33:00,18:33:00,7
18-02-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-02-2021,D201852,Senior Level,08:42:00,17:01:00,8.32
20-02-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-02-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-02-2021,D201852,Senior Level,08:14:00,20:12:00,11.97
23-02-2021,D201852,Senior Level,10:00:00,17:42:00,7.7
24-02-2021,D201852,Senior Level,08:46:00,20:38:00,11.87
25-02-2021,D201852,Senior Level,10:06:00,17:10:00,7.07
26-02-2021,D201852,Senior Level,11:59:00,20:49:00,8.83
27-02-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-02-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-03-2021,D201852,Senior Level,10:28:00,19:30:00,9.03
03-03-2021,D201852,Senior Level,09:59:00,17:05:00,7.1
04-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-03-2021,D201852,Senior Level,10:40:00,17:00:00,6.33
06-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-03-2021,D201852,Senior Level,09:04:00,20:00:00,10.93
09-03-2021,D201852,Senior Level,08:58:00,20:37:00,11.65
10-03-2021,D201852,Senior Level,09:41:00,17:14:00,7.55
11-03-2021,D201852,Senior Level,09:38:00,20:30:00,10.87
12-03-2021,D201852,Senior Level,10:35:00,20:51:00,10.27
13-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-03-2021,D201852,Senior Level,11:34:00,17:54:00,6.33
16-03-2021,D201852,Senior Level,10:59:00,19:45:00,8.77
17-03-2021,D201852,Senior Level,09:13:00,19:24:00,10.18
18-03-2021,D201852,Senior Level,09:37:00,17:18:00,7.68
19-03-2021,D201852,Senior Level,08:38:00,18:35:00,9.95
20-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-03-2021,D201852,Senior Level,08:48:00,17:41:00,8.88
23-03-2021,D201852,Senior Level,10:23:00,20:49:00,10.43
24-03-2021,D201852,Senior Level,10:42:00,20:14:00,9.53
25-03-2021,D201852,Senior Level,11:25:00,19:53:00,8.47
26-03-2021,D201852,Senior Level,11:18:00,17:33:00,6.25
27-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-03-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-03-2021,D201852,Senior Level,09:17:00,18:50:00,9.55
30-03-2021,D201852,Senior Level,09:53:00,17:28:00,7.58
31-03-2021,D201852,Senior Level,10:38:00,17:24:00,6.77
01-04-2021,D201852,Senior Level,11:20:00,19:51:00,8.52
02-04-2021,D201852,Senior Level,09:14:00,20:26:00,11.2
03-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-04-2021,D201852,Senior Level,10:49:00,18:58:00,8.15
06-04-2021,D201852,Senior Level,10:27:00,19:42:00,9.25
07-04-2021,D201852,Senior Level,08:51:00,20:03:00,11.2
08-04-2021,D201852,Senior Level,08:03:00,20:13:00,12.17
09-04-2021,D201852,Senior Level,08:09:00,19:16:00,11.12
10-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-04-2021,D201852,Senior Level,10:06:00,18:50:00,8.73
13-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-04-2021,D201852,Senior Level,08:25:00,17:17:00,8.87
15-04-2021,D201852,Senior Level,09:41:00,19:16:00,9.58
16-04-2021,D201852,Senior Level,09:41:00,19:14:00,9.55
17-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-04-2021,D201852,Senior Level,09:51:00,20:07:00,10.27
20-04-2021,D201852,Senior Level,09:04:00,19:29:00,10.42
21-04-2021,D201852,Senior Level,11:12:00,19:17:00,8.08
22-04-2021,D201852,Senior Level,08:27:00,17:57:00,9.5
23-04-2021,D201852,Senior Level,10:39:00,18:38:00,7.98
24-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-04-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-04-2021,D201852,Senior Level,09:32:00,20:34:00,11.03
27-04-2021,D201852,Senior Level,10:54:00,20:17:00,9.38
28-04-2021,D201852,Senior Level,09:40:00,18:38:00,8.97
29-04-2021,D201852,Senior Level,11:13:00,18:01:00,6.8
30-04-2021,D201852,Senior Level,11:51:00,19:06:00,7.25
01-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-05-2021,D201852,Senior Level,11:12:00,17:22:00,6.17
04-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-05-2021,D201852,Senior Level,08:30:00,17:05:00,8.58
06-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-05-2021,D201852,Senior Level,08:37:00,20:35:00,11.97
08-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-05-2021,D201852,Senior Level,09:47:00,18:47:00,9
11-05-2021,D201852,Senior Level,08:03:00,20:59:00,12.93
12-05-2021,D201852,Senior Level,11:05:00,17:33:00,6.47
13-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-05-2021,D201852,Senior Level,10:05:00,18:45:00,8.67
18-05-2021,D201852,Senior Level,11:14:00,17:26:00,6.2
19-05-2021,D201852,Senior Level,10:43:00,20:22:00,9.65
20-05-2021,D201852,Senior Level,11:25:00,19:08:00,7.72
21-05-2021,D201852,Senior Level,09:36:00,17:58:00,8.37
22-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-05-2021,D201852,Senior Level,09:07:00,17:39:00,8.53
25-05-2021,D201852,Senior Level,10:08:00,17:25:00,7.28
26-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-05-2021,D201852,Senior Level,10:09:00,18:21:00,8.2
28-05-2021,D201852,Senior Level,09:14:00,17:34:00,8.33
29-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-05-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-05-2021,D201852,Senior Level,09:01:00,18:44:00,9.72
01-06-2021,D201852,Senior Level,09:20:00,17:47:00,8.45
02-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-06-2021,D201852,Senior Level,10:53:00,20:59:00,10.1
05-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-06-2021,D201852,Senior Level,09:18:00,18:19:00,9.02
08-06-2021,D201852,Senior Level,10:32:00,17:17:00,6.75
09-06-2021,D201852,Senior Level,10:37:00,18:47:00,8.17
10-06-2021,D201852,Senior Level,11:22:00,19:46:00,8.4
11-06-2021,D201852,Senior Level,11:38:00,20:31:00,8.88
12-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-06-2021,D201852,Senior Level,09:57:00,20:03:00,10.1
15-06-2021,D201852,Senior Level,11:45:00,18:28:00,6.72
16-06-2021,D201852,Senior Level,08:39:00,20:04:00,11.42
17-06-2021,D201852,Senior Level,08:49:00,17:01:00,8.2
18-06-2021,D201852,Senior Level,10:21:00,20:21:00,10
19-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-06-2021,D201852,Senior Level,10:00:00,20:59:00,10.98
22-06-2021,D201852,Senior Level,08:12:00,17:26:00,9.23
23-06-2021,D201852,Senior Level,11:10:00,18:25:00,7.25
24-06-2021,D201852,Senior Level,09:30:00,19:44:00,10.23
25-06-2021,D201852,Senior Level,08:05:00,19:47:00,11.7
26-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-06-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-06-2021,D201852,Senior Level,08:23:00,20:48:00,12.42
29-06-2021,D201852,Senior Level,10:47:00,18:25:00,7.63
30-06-2021,D201852,Senior Level,08:37:00,18:18:00,9.68
01-07-2021,D201852,Senior Level,09:13:00,17:55:00,8.7
02-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-07-2021,D201852,Senior Level,09:07:00,17:23:00,8.27
06-07-2021,D201852,Senior Level,09:08:00,18:16:00,9.13
07-07-2021,D201852,Senior Level,11:50:00,18:42:00,6.87
08-07-2021,D201852,Senior Level,08:06:00,18:29:00,10.38
09-07-2021,D201852,Senior Level,09:59:00,17:20:00,7.35
10-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-07-2021,D201852,Senior Level,08:03:00,18:50:00,10.78
13-07-2021,D201852,Senior Level,11:35:00,20:32:00,8.95
14-07-2021,D201852,Senior Level,08:08:00,18:47:00,10.65
15-07-2021,D201852,Senior Level,10:30:00,19:50:00,9.33
16-07-2021,D201852,Senior Level,09:50:00,20:55:00,11.08
17-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-07-2021,D201852,Senior Level,09:39:00,18:19:00,8.67
20-07-2021,D201852,Senior Level,08:04:00,19:15:00,11.18
21-07-2021,D201852,Senior Level,09:32:00,19:24:00,9.87
22-07-2021,D201852,Senior Level,11:55:00,19:16:00,7.35
23-07-2021,D201852,Senior Level,11:57:00,18:40:00,6.72
24-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-07-2021,D201852,Senior Level,10:01:00,17:42:00,7.68
27-07-2021,D201852,Senior Level,09:17:00,19:43:00,10.43
28-07-2021,D201852,Senior Level,10:09:00,18:04:00,7.92
29-07-2021,D201852,Senior Level,11:08:00,17:45:00,6.62
30-07-2021,D201852,Senior Level,11:47:00,18:55:00,7.13
31-07-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-08-2021,D201852,Senior Level,10:57:00,19:04:00,8.12
03-08-2021,D201852,Senior Level,09:14:00,20:36:00,11.37
04-08-2021,D201852,Senior Level,09:21:00,17:28:00,8.12
05-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-08-2021,D201852,Senior Level,10:53:00,18:52:00,7.98
10-08-2021,D201852,Senior Level,09:25:00,18:23:00,8.97
11-08-2021,D201852,Senior Level,09:31:00,17:21:00,7.83
12-08-2021,D201852,Senior Level,09:46:00,18:02:00,8.27
13-08-2021,D201852,Senior Level,08:09:00,18:48:00,10.65
14-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-08-2021,D201852,Senior Level,10:02:00,20:06:00,10.07
17-08-2021,D201852,Senior Level,11:01:00,18:03:00,7.03
18-08-2021,D201852,Senior Level,10:31:00,18:57:00,8.43
19-08-2021,D201852,Senior Level,11:33:00,17:10:00,5.62
20-08-2021,D201852,Senior Level,09:00:00,18:22:00,9.37
21-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-08-2021,D201852,Senior Level,10:31:00,20:12:00,9.68
24-08-2021,D201852,Senior Level,09:14:00,19:54:00,10.67
25-08-2021,D201852,Senior Level,11:56:00,20:30:00,8.57
26-08-2021,D201852,Senior Level,09:48:00,18:31:00,8.72
27-08-2021,D201852,Senior Level,08:45:00,18:28:00,9.72
28-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-08-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-08-2021,D201852,Senior Level,09:46:00,17:13:00,7.45
31-08-2021,D201852,Senior Level,08:35:00,18:16:00,9.68
01-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-09-2021,D201852,Senior Level,09:23:00,18:49:00,9.43
03-09-2021,D201852,Senior Level,09:59:00,18:10:00,8.18
04-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-09-2021,D201852,Senior Level,10:55:00,20:34:00,9.65
07-09-2021,D201852,Senior Level,08:31:00,20:35:00,12.07
08-09-2021,D201852,Senior Level,10:07:00,18:35:00,8.47
09-09-2021,D201852,Senior Level,08:53:00,20:32:00,11.65
10-09-2021,D201852,Senior Level,10:27:00,19:18:00,8.85
11-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-09-2021,D201852,Senior Level,11:03:00,17:37:00,6.57
14-09-2021,D201852,Senior Level,11:40:00,19:12:00,7.53
15-09-2021,D201852,Senior Level,10:29:00,17:39:00,7.17
16-09-2021,D201852,Senior Level,08:50:00,20:36:00,11.77
17-09-2021,D201852,Senior Level,11:28:00,19:06:00,7.63
18-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-09-2021,D201852,Senior Level,09:49:00,19:31:00,9.7
21-09-2021,D201852,Senior Level,09:48:00,19:39:00,9.85
22-09-2021,D201852,Senior Level,09:21:00,19:45:00,10.4
23-09-2021,D201852,Senior Level,09:55:00,18:07:00,8.2
24-09-2021,D201852,Senior Level,11:32:00,18:38:00,7.1
25-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-09-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-09-2021,D201852,Senior Level,09:23:00,20:33:00,11.17
28-09-2021,D201852,Senior Level,08:55:00,17:54:00,8.98
29-09-2021,D201852,Senior Level,11:12:00,17:27:00,6.25
30-09-2021,D201852,Senior Level,10:52:00,17:05:00,6.22
01-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-10-2021,D201852,Senior Level,10:45:00,18:25:00,7.67
06-10-2021,D201852,Senior Level,10:32:00,17:37:00,7.08
07-10-2021,D201852,Senior Level,08:12:00,17:49:00,9.62
08-10-2021,D201852,Senior Level,11:02:00,17:48:00,6.77
09-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-10-2021,D201852,Senior Level,10:59:00,17:54:00,6.92
12-10-2021,D201852,Senior Level,10:42:00,20:59:00,10.28
13-10-2021,D201852,Senior Level,09:30:00,18:17:00,8.78
14-10-2021,D201852,Senior Level,09:21:00,18:00:00,8.65
15-10-2021,D201852,Senior Level,11:32:00,19:43:00,8.18
16-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-10-2021,D201852,Senior Level,10:34:00,20:49:00,10.25
19-10-2021,D201852,Senior Level,09:58:00,18:37:00,8.65
20-10-2021,D201852,Senior Level,09:13:00,17:33:00,8.33
21-10-2021,D201852,Senior Level,08:04:00,17:49:00,9.75
22-10-2021,D201852,Senior Level,11:00:00,20:49:00,9.82
23-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-10-2021,D201852,Senior Level,11:54:00,20:06:00,8.2
26-10-2021,D201852,Senior Level,11:39:00,19:54:00,8.25
27-10-2021,D201852,Senior Level,10:30:00,17:41:00,7.18
28-10-2021,D201852,Senior Level,08:59:00,20:29:00,11.5
29-10-2021,D201852,Senior Level,10:46:00,19:21:00,8.58
30-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-10-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-11-2021,D201852,Senior Level,08:41:00,17:49:00,9.13
02-11-2021,D201852,Senior Level,08:34:00,17:34:00,9
03-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-11-2021,D201852,Senior Level,11:38:00,18:19:00,6.68
06-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-11-2021,D201852,Senior Level,10:02:00,20:40:00,10.63
09-11-2021,D201852,Senior Level,11:48:00,18:09:00,6.35
10-11-2021,D201852,Senior Level,11:28:00,18:46:00,7.3
11-11-2021,D201852,Senior Level,10:16:00,17:39:00,7.38
12-11-2021,D201852,Senior Level,08:51:00,18:45:00,9.9
13-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-11-2021,D201852,Senior Level,09:16:00,19:38:00,10.37
16-11-2021,D201852,Senior Level,10:13:00,18:14:00,8.02
17-11-2021,D201852,Senior Level,10:58:00,20:19:00,9.35
18-11-2021,D201852,Senior Level,09:24:00,17:03:00,7.65
19-11-2021,D201852,Senior Level,08:58:00,20:37:00,11.65
20-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-11-2021,D201852,Senior Level,11:52:00,18:06:00,6.23
23-11-2021,D201852,Senior Level,09:27:00,18:23:00,8.93
24-11-2021,D201852,Senior Level,08:36:00,17:09:00,8.55
25-11-2021,D201852,Senior Level,10:05:00,17:22:00,7.28
26-11-2021,D201852,Senior Level,10:33:00,17:29:00,6.93
27-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-11-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-11-2021,D201852,Senior Level,08:31:00,20:39:00,12.13
30-11-2021,D201852,Senior Level,10:41:00,18:39:00,7.97
01-12-2021,D201852,Senior Level,08:15:00,20:09:00,11.9
02-12-2021,D201852,Senior Level,09:44:00,17:07:00,7.38
03-12-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-12-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-12-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-12-2021,D201852,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-01-2020,D201853,Senior Level,09:51:00,18:17:00,8.43
07-01-2020,D201853,Senior Level,11:53:00,19:01:00,7.13
08-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-01-2020,D201853,Senior Level,08:39:00,20:00:00,11.35
10-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-01-2020,D201853,Senior Level,08:20:00,19:37:00,11.28
14-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-01-2020,D201853,Senior Level,09:48:00,17:48:00,8
17-01-2020,D201853,Senior Level,11:40:00,18:00:00,6.33
18-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-01-2020,D201853,Senior Level,11:30:00,19:20:00,7.83
21-01-2020,D201853,Senior Level,08:47:00,19:30:00,10.72
22-01-2020,D201853,Senior Level,10:58:00,18:25:00,7.45
23-01-2020,D201853,Senior Level,11:58:00,18:41:00,6.72
24-01-2020,D201853,Senior Level,11:02:00,18:27:00,7.42
25-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-01-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-01-2020,D201853,Senior Level,08:20:00,18:18:00,9.97
29-01-2020,D201853,Senior Level,09:41:00,19:40:00,9.98
30-01-2020,D201853,Senior Level,08:31:00,18:23:00,9.87
31-01-2020,D201853,Senior Level,08:38:00,18:21:00,9.72
01-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-02-2020,D201853,Senior Level,10:00:00,19:59:00,9.98
04-02-2020,D201853,Senior Level,08:55:00,19:29:00,10.57
05-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-02-2020,D201853,Senior Level,08:58:00,17:43:00,8.75
07-02-2020,D201853,Senior Level,08:45:00,18:56:00,10.18
08-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-02-2020,D201853,Senior Level,08:25:00,19:30:00,11.08
12-02-2020,D201853,Senior Level,11:23:00,17:15:00,5.87
13-02-2020,D201853,Senior Level,08:04:00,20:57:00,12.88
14-02-2020,D201853,Senior Level,09:48:00,18:56:00,9.13
15-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-02-2020,D201853,Senior Level,10:58:00,18:25:00,7.45
18-02-2020,D201853,Senior Level,09:24:00,20:05:00,10.68
19-02-2020,D201853,Senior Level,11:13:00,20:23:00,9.17
20-02-2020,D201853,Senior Level,08:36:00,20:55:00,12.32
21-02-2020,D201853,Senior Level,09:33:00,20:01:00,10.47
22-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-02-2020,D201853,Senior Level,10:21:00,17:50:00,7.48
25-02-2020,D201853,Senior Level,10:38:00,18:11:00,7.55
26-02-2020,D201853,Senior Level,08:37:00,18:29:00,9.87
27-02-2020,D201853,Senior Level,09:05:00,20:52:00,11.78
28-02-2020,D201853,Senior Level,10:43:00,18:15:00,7.53
29-02-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-03-2020,D201853,Senior Level,11:23:00,17:22:00,5.98
03-03-2020,D201853,Senior Level,11:14:00,20:06:00,8.87
04-03-2020,D201853,Senior Level,11:10:00,20:49:00,9.65
05-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-03-2020,D201853,Senior Level,09:18:00,19:40:00,10.37
07-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-03-2020,D201853,Senior Level,08:33:00,17:36:00,9.05
10-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-03-2020,D201853,Senior Level,09:43:00,17:14:00,7.52
12-03-2020,D201853,Senior Level,11:20:00,19:07:00,7.78
13-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-03-2020,D201853,Senior Level,11:34:00,18:09:00,6.58
17-03-2020,D201853,Senior Level,11:27:00,17:58:00,6.52
18-03-2020,D201853,Senior Level,11:14:00,20:27:00,9.22
19-03-2020,D201853,Senior Level,10:25:00,20:27:00,10.03
20-03-2020,D201853,Senior Level,09:12:00,19:01:00,9.82
21-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-03-2020,D201853,Senior Level,08:44:00,20:13:00,11.48
24-03-2020,D201853,Senior Level,09:59:00,17:24:00,7.42
25-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-03-2020,D201853,Senior Level,11:32:00,19:19:00,7.78
27-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-03-2020,D201853,Senior Level,Public Holiday/Weekend,Public Holiday/Weekend,
